category,room_count,bathroom_count,size,type,price,city,region
Appartements,3.0,2.0,130.0,À Louer,950.0,Ariana,Jardins D'el Menzah
Appartements,3.0,1.0,85.0,À Louer,900.0,Ariana,Autres villes
Appartements,1.0,1.0,45.0,À Louer,500.0,Ariana,Jardins D'el Menzah
Bureaux et Plateaux,2.0,1.0,84.0,À Vendre,169000.0,Ariana,Ariana Ville
Terrains et Fermes,,,,À Vendre,12000.0,Ariana,Raoued
Appartements,1.0,1.0,80.0,À Louer,750.0,Ariana,La Soukra
Bureaux et Plateaux,2.0,2.0,90.0,À Louer,800.0,Ariana,Jardins D'el Menzah
Appartements,4.0,1.0,117.0,À Louer,550.0,Ariana,Raoued
Appartements,1.0,1.0,70.0,À Louer,830.0,Ariana,Jardins D'el Menzah
Maisons et Villas,2.0,1.0,100.0,À Louer,300000.0,Ariana,Ariana
Appartements,4.0,1.0,100.0,À Vendre,170000.0,Ariana,Borj Louzir
Maisons et Villas,5.0,3.0,400.0,À Louer,3700.0,Ariana,La Soukra
Maisons et Villas,4.0,3.0,350.0,À Louer,3500.0,Ariana,La Soukra
Appartements,4.0,3.0,174.0,À Vendre,500000.0,Ariana,La Soukra
Appartements,2.0,1.0,107.0,À Vendre,220000.0,Ariana,La Soukra
Appartements,2.0,2.0,122.0,À Vendre,268000.0,Ariana,La Soukra
Maisons et Villas,6.0,5.0,520.0,À Vendre,1350000.0,Ariana,La Soukra
Appartements,2.0,2.0,115.0,À Vendre,310000.0,Ariana,La Soukra
"Magasins, Commerces et Locaux industriels",1.0,1.0,500.0,À Vendre,10000.0,Ariana,La Soukra
Colocations,4.0,2.0,150.0,À Louer,197.0,Ariana,Autres villes
Appartements,1.0,1.0,85.0,À Louer,1000.0,Ariana,Ennasr
Appartements,3.0,2.0,200.0,À Vendre,355000.0,Ariana,Ennasr
Locations de vacances,2.0,1.0,70.0,À Louer,360.0,Ariana,Autres villes
Appartements,2.0,1.0,90.0,À Vendre,135000.0,Ariana,Borj Louzir
Terrains et Fermes,,,,À Vendre,25000.0,Ariana,Autres villes
Appartements,3.0,3.0,187.0,À Vendre,465000.0,Ariana,Ennasr
Appartements,3.0,3.0,191.0,À Vendre,370000.0,Ariana,Ennasr
Maisons et Villas,3.0,2.0,200.0,À Louer,650.0,Ariana,Ariana
Appartements,2.0,1.0,90.0,À Louer,800.0,Ariana,Ariana
Appartements,2.0,1.0,120.0,À Vendre,270000.0,Ariana,Ennasr
Appartements,3.0,2.0,169.0,À Vendre,410000.0,Ariana,Ennasr
Maisons et Villas,4.0,3.0,609.0,À Vendre,1150000.0,Ariana,Ennasr
Appartements,3.0,2.0,130.0,À Louer,1200.0,Ariana,La Soukra
Terrains et Fermes,,,,À Vendre,130000.0,Ariana,
Maisons et Villas,3.0,1.0,417.0,À Vendre,130000.0,Ariana,Raoued
Maisons et Villas,3.0,2.0,290.0,À Vendre,690000.0,Ariana,Autres villes
Maisons et Villas,2.0,1.0,120.0,À Louer,350.0,Ariana,Chotrana
Maisons et Villas,3.0,2.0,160.0,À Louer,310.0,Ariana,Raoued
"Magasins, Commerces et Locaux industriels",1.0,2.0,50.0,À Vendre,28000.0,Ariana,Ghazela
Maisons et Villas,5.0,2.0,125.0,À Vendre,185000.0,Ariana,Autres villes
"Magasins, Commerces et Locaux industriels",4.0,1.0,200.0,À Vendre,280000000.0,Ariana,La Soukra
Maisons et Villas,5.0,3.0,380.0,À Vendre,750000.0,Ariana,La Soukra
Maisons et Villas,3.0,1.0,110.0,À Louer,750.0,Ariana,La Soukra
Appartements,4.0,2.0,150.0,À Louer,1600.0,Ariana,Ariana Ville
Appartements,2.0,1.0,90.0,À Louer,500.0,Ariana,Ariana Ville
Appartements,2.0,2.0,124.0,À Vendre,284000.0,Ariana,Chotrana
Appartements,3.0,1.0,100.0,À Louer,380.0,Ariana,Ariana Ville
"Magasins, Commerces et Locaux industriels",1.0,1.0,400.0,À Vendre,80000.0,Ariana,Mnihla
Appartements,1.0,1.0,62.0,À Louer,80.0,Ariana,Autres villes
Appartements,2.0,1.0,60.0,À Vendre,180000.0,Ariana,Ennasr
Terrains et Fermes,,,,À Vendre,150000.0,Ariana,Raoued
"Magasins, Commerces et Locaux industriels",2.0,2.0,420.0,À Louer,2500.0,Ariana,La Soukra
Appartements,2.0,1.0,100.0,À Louer,700.0,Ariana,Ghazela
Appartements,2.0,1.0,95.0,À Louer,850.0,Ariana,Ennasr
"Magasins, Commerces et Locaux industriels",1.0,1.0,250.0,À Louer,1200.0,Ariana,La Soukra
Appartements,2.0,2.0,120.0,À Louer,700.0,Ariana,La Soukra
Appartements,3.0,1.0,100.0,À Louer,450.0,Ariana,Autres villes
Appartements,1.0,1.0,72.0,À Vendre,1900000.0,Ariana,Borj Louzir
Bureaux et Plateaux,1.0,1.0,20.0,À Louer,650.0,Ariana,Autres villes
Appartements,2.0,1.0,90.0,À Vendre,160000.0,Ariana,Borj Louzir
Appartements,1.0,1.0,58.0,À Vendre,109000.0,Ariana,Chotrana
Maisons et Villas,4.0,3.0,500.0,À Vendre,1080000.0,Ariana,La Soukra
Maisons et Villas,5.0,4.0,370.0,À Vendre,750000.0,Ariana,La Soukra
Appartements,4.0,1.0,83.0,À Louer,500.0,Ariana,Borj Louzir
Maisons et Villas,5.0,4.0,482.0,À Vendre,850000.0,Ariana,La Soukra
Appartements,3.0,1.0,160.0,À Vendre,350000.0,Ariana,Ennasr
Terrains et Fermes,,,,À Vendre,70000.0,Ariana,Raoued
"Magasins, Commerces et Locaux industriels",1.0,1.0,70.0,À Vendre,60000.0,Ariana,Jardins D'el Menzah
Appartements,4.0,2.0,253.0,À Vendre,2400000.0,Ariana,Ennasr
Appartements,3.0,1.0,140.0,À Vendre,300000.0,Ariana,Ennasr
Terrains et Fermes,,,,À Vendre,100000.0,Ariana,Raoued
Appartements,3.0,1.0,70.0,À Louer,435.0,Ariana,Borj Louzir
Appartements,3.0,1.0,130.0,À Louer,790.0,Ariana,Borj Louzir
Appartements,3.0,2.0,200.0,À Vendre,550000.0,Ariana,La Soukra
Appartements,3.0,1.0,70.0,À Vendre,110000.0,Ariana,Borj Louzir
Appartements,4.0,1.0,170.0,À Vendre,2600000.0,Ariana,La Soukra
"Magasins, Commerces et Locaux industriels",1.0,1.0,65.0,À Louer,2000.0,Ariana,La Soukra
Appartements,3.0,1.0,150.0,À Louer,1200.0,Ariana,Ennasr
Appartements,3.0,1.0,150.0,À Vendre,320000.0,Ariana,Ennasr
Maisons et Villas,3.0,2.0,140.0,À Louer,1600.0,Ariana,Jardins D'el Menzah
Appartements,2.0,1.0,143.0,À Vendre,360000.0,Ariana,La Soukra
Appartements,2.0,1.0,25.0,À Louer,300.0,Ariana,Borj Louzir
Terrains et Fermes,,,,À Vendre,170000.0,Ariana,La Soukra
Appartements,2.0,2.0,90.0,À Louer,950.0,Ariana,Ennasr
Appartements,3.0,1.0,121.0,À Vendre,167500.0,Ariana,La Soukra
Appartements,4.0,1.0,170.0,À Louer,1250.0,Ariana,La Soukra
Maisons et Villas,5.0,3.0,637.0,À Vendre,900000.0,Ariana,La Soukra
Appartements,3.0,2.0,164.0,À Louer,1800.0,Ariana,La Soukra
Maisons et Villas,8.0,2.0,240.0,À Vendre,380000.0,Ariana,Ghazela
Maisons et Villas,4.0,2.0,320.0,À Vendre,265000.0,Ariana,Ghazela
Appartements,3.0,1.0,120.0,À Louer,450.0,Ariana,La Soukra
Appartements,2.0,1.0,85.0,À Louer,300.0,Ariana,Raoued
Appartements,3.0,2.0,130.0,À Louer,800.0,Ariana,Autres villes
Appartements,3.0,1.0,130.0,À Louer,130.0,Ariana,La Soukra
Appartements,3.0,3.0,145.0,À Louer,610.0,Ariana,Jardins D'el Menzah
Appartements,4.0,1.0,130.0,À Louer,1400.0,Ariana,Ennasr
Appartements,3.0,2.0,140.0,À Vendre,280000.0,Ariana,Jardins D'el Menzah
Appartements,3.0,2.0,170.0,À Vendre,430000.0,Ariana,Ennasr
Appartements,1.0,1.0,45.0,À Vendre,80000.0,Ariana,La Soukra
Colocations,2.0,1.0,70.0,À Louer,125.0,Ariana,Ghazela
Maisons et Villas,3.0,1.0,98.0,À Vendre,130000.0,Ariana,Ariana Ville
Appartements,3.0,1.0,98.0,À Vendre,130000.0,Ariana,Ariana
Appartements,2.0,1.0,70.0,À Louer,800.0,Ariana,Ennasr
Appartements,4.0,2.0,165.0,À Vendre,310000.0,Ariana,Autres villes
Appartements,1.0,1.0,60.0,À Vendre,180000.0,Ariana,Ennasr
Appartements,2.0,1.0,120.0,À Louer,1200.0,Ariana,Ariana Ville
Maisons et Villas,3.0,1.0,200.0,À Vendre,170000.0,Ariana,Raoued
Terrains et Fermes,,,,À Vendre,280000.0,Ariana,La Soukra
Appartements,3.0,2.0,175.0,À Louer,1200.0,Ariana,Ennasr
Appartements,3.0,1.0,120.0,À Louer,700.0,Ariana,Jardins D'el Menzah
Terrains et Fermes,,,,À Vendre,280000.0,Ariana,La Soukra
Terrains et Fermes,,,,À Vendre,220000.0,Ariana,Raoued
Bureaux et Plateaux,3.0,1.0,170.0,À Louer,1800.0,Ariana,La Soukra
Maisons et Villas,2.0,1.0,90.0,À Vendre,76000.0,Ariana,Raoued
Maisons et Villas,3.0,3.0,240.0,À Louer,1650.0,Ariana,Ariana
Maisons et Villas,2.0,1.0,90.0,À Louer,300.0,Ariana,Raoued
Appartements,3.0,1.0,75.0,À Vendre,130000.0,Ariana,Borj Louzir
Terrains et Fermes,,,,À Vendre,4455000.0,Ariana,La Soukra
Appartements,3.0,3.0,120.0,À Louer,1800.0,Ariana,La Soukra
Appartements,3.0,1.0,121.0,À Vendre,167500.0,Ariana,La Soukra
Appartements,2.0,1.0,95.0,À Vendre,220000.0,Ariana,La Soukra
Maisons et Villas,3.0,1.0,100.0,À Vendre,170000.0,Ariana,Borj Louzir
Maisons et Villas,3.0,1.0,90.0,À Vendre,100000.0,Ariana,Borj Louzir
Appartements,2.0,1.0,126.0,À Vendre,330000.0,Ariana,Jardins D'el Menzah
Appartements,2.0,1.0,100.0,À Louer,90.0,Ariana,Autres villes
"Magasins, Commerces et Locaux industriels",1.0,1.0,30.0,À Vendre,38000.0,Ariana,Autres villes
Appartements,1.0,1.0,60.0,À Louer,700.0,Ariana,Jardins D'el Menzah
Appartements,3.0,1.0,100.0,À Louer,780.0,Ariana,La Soukra
Maisons et Villas,4.0,1.0,200.0,À Vendre,170000.0,Ariana,Ariana
Appartements,2.0,1.0,100.0,À Louer,400.0,Ariana,Ariana
Colocations,2.0,1.0,70.0,À Louer,200.0,Ariana,Ariana Ville
Appartements,2.0,1.0,100.0,À Vendre,223000.0,Ariana,La Soukra
"Magasins, Commerces et Locaux industriels",2.0,2.0,200.0,À Louer,1100.0,Ariana,Mnihla
Maisons et Villas,3.0,1.0,120.0,À Louer,450.0,Ariana,La Soukra
Appartements,2.0,2.0,120.0,À Louer,700.0,Ariana,La Soukra
Appartements,1.0,1.0,60.0,À Vendre,180000.0,Ariana,Autres villes
Appartements,2.0,1.0,80.0,À Louer,400.0,Ariana,Ghazela
"Magasins, Commerces et Locaux industriels",1.0,1.0,432.0,À Vendre,250000.0,Ariana,La Soukra
Bureaux et Plateaux,2.0,1.0,80.0,À Louer,700.0,Ariana,Ghazela
Terrains et Fermes,,,,À Vendre,65000.0,Ariana,Ghazela
Terrains et Fermes,,,,À Vendre,10340000.0,Ariana,Chotrana
Appartements,2.0,1.0,60.0,À Vendre,170000.0,Ariana,La Soukra
Appartements,3.0,1.0,140.0,À Louer,900.0,Ariana,Ariana Ville
Appartements,4.0,2.0,110.0,À Louer,790.0,Ariana,Borj Louzir
Terrains et Fermes,,,,À Vendre,200000.0,Ariana,Chotrana
Terrains et Fermes,,,,À Vendre,900000.0,Ariana,La Soukra
Maisons et Villas,6.0,2.0,425.0,À Vendre,230000.0,Ariana,Raoued
Terrains et Fermes,,,,À Vendre,225000.0,Ariana,Raoued
Appartements,2.0,1.0,108.0,À Vendre,210000.0,Ariana,Borj Louzir
Appartements,4.0,1.0,150.0,À Louer,250.0,Ariana,Ariana Ville
Appartements,2.0,1.0,120.0,À Louer,800.0,Ariana,Ghazela
Maisons et Villas,3.0,1.0,225.0,À Vendre,135000.0,Ariana,Chotrana
Maisons et Villas,6.0,2.0,228.0,À Vendre,165000000.0,Ariana,Ettadhamen
Appartements,3.0,1.0,120.0,À Louer,500.0,Ariana,Borj Louzir
Appartements,4.0,2.0,130.0,À Louer,820.0,Ariana,La Soukra
Maisons et Villas,11.0,3.0,500.0,À Vendre,360000.0,Ariana,Raoued
Appartements,2.0,1.0,170.0,À Vendre,330000.0,Ariana,Ennasr
"Magasins, Commerces et Locaux industriels",1.0,2.0,1500.0,À Louer,2500.0,Ariana,Chotrana
Appartements,1.0,1.0,45.0,À Vendre,120000.0,Ariana,Ennasr
Terrains et Fermes,,,,À Vendre,120000.0,Ariana,Autres villes
Appartements,3.0,2.0,147.0,À Louer,1300.0,Ariana,Ghazela
Appartements,1.0,1.0,70.0,À Louer,70.0,Ariana,Autres villes
Appartements,3.0,1.0,140.0,À Vendre,275000.0,Ariana,Jardins D'el Menzah
Appartements,1.0,1.0,60.0,À Vendre,155000.0,Ariana,Ennasr
Appartements,3.0,1.0,117.0,À Vendre,270000.0,Ariana,La Soukra
Maisons et Villas,1.0,1.0,150.0,À Vendre,28000.0,Ariana,Raoued
Maisons et Villas,4.0,2.0,700.0,À Louer,6500.0,Ariana,La Soukra
Appartements,1.0,1.0,130.0,À Louer,1000.0,Ariana,La Soukra
Appartements,2.0,1.0,119.0,À Louer,1350.0,Ariana,La Soukra
Maisons et Villas,3.0,1.0,200.0,À Vendre,180000.0,Ariana,Ariana
Appartements,2.0,1.0,80.0,À Vendre,195000.0,Ariana,Mnihla
Appartements,2.0,1.0,128.0,À Vendre,365000.0,Ariana,La Soukra
Appartements,2.0,1.0,70.0,À Louer,700.0,Ariana,Ariana Ville
Maisons et Villas,1.0,1.0,200.0,À Vendre,60000.0,Ariana,Raoued
Maisons et Villas,6.0,3.0,311.0,À Vendre,900000.0,Ariana,La Soukra
Maisons et Villas,2.0,1.0,110.0,À Vendre,120000.0,Ariana,Raoued
Maisons et Villas,1.0,1.0,195.0,À Vendre,65000.0,Ariana,Chotrana
Maisons et Villas,1.0,1.0,150.0,À Vendre,68000.0,Ariana,Chotrana
Maisons et Villas,12.0,3.0,220.0,À Vendre,3000000.0,Ariana,Autres villes
Terrains et Fermes,,,,À Vendre,230000.0,Ariana,
Maisons et Villas,3.0,1.0,115.0,À Vendre,130000.0,Ariana,Borj Louzir
Maisons et Villas,2.0,1.0,70.0,À Louer,320.0,Ariana,Chotrana
Colocations,1.0,1.0,40.0,À Louer,170.0,Ariana,Ghazela
Appartements,2.0,1.0,66.0,À Louer,650.0,Ariana,Mnihla
Appartements,1.0,1.0,60.0,À Vendre,170000.0,Ariana,Chotrana
Maisons et Villas,5.0,2.0,200.0,À Louer,2000.0,Ariana,Autres villes
Terrains et Fermes,,,,À Vendre,150000.0,Ariana,
Terrains et Fermes,,,,À Vendre,200000.0,Ariana,Ariana Ville
Terrains et Fermes,,,,À Vendre,150000.0,Ariana,Raoued
Maisons et Villas,3.0,1.0,330.0,À Vendre,180000.0,Ariana,Raoued
Terrains et Fermes,,,,À Vendre,1300000.0,Ariana,Ariana
Appartements,2.0,1.0,80.0,À Louer,400.0,Ariana,Autres villes
Appartements,4.0,2.0,140.0,À Louer,1800.0,Ariana,La Soukra
Terrains et Fermes,,,,À Vendre,1800000.0,Ariana,Ennasr
Appartements,3.0,2.0,170.0,À Louer,1800.0,Ariana,La Soukra
Terrains et Fermes,,,,À Vendre,150000.0,Ariana,Raoued
Appartements,2.0,1.0,100.0,À Louer,800.0,Ariana,Ghazela
"Magasins, Commerces et Locaux industriels",1.0,2.0,300.0,À Louer,1600.0,Ariana,Chotrana
Terrains et Fermes,,,,À Vendre,750000.0,Ariana,La Soukra
Maisons et Villas,3.0,1.0,150.0,À Louer,700.0,Ariana,Raoued
Appartements,1.0,1.0,70.0,À Louer,260.0,Ariana,Raoued
Appartements,3.0,1.0,110.0,À Louer,600.0,Ariana,Autres villes
Appartements,3.0,1.0,140.0,À Vendre,230000.0,Ariana,Jardins D'el Menzah
Maisons et Villas,3.0,3.0,370.0,À Vendre,760000.0,Ariana,La Soukra
Appartements,2.0,1.0,80.0,À Vendre,119000.0,Ariana,Borj Louzir
Appartements,3.0,1.0,110.0,À Louer,650.0,Ariana,Ariana Ville
Terrains et Fermes,,,,À Vendre,1200000.0,Ariana,
Terrains et Fermes,,,,À Vendre,300000.0,Ariana,
Terrains et Fermes,,,,À Vendre,450000.0,Ariana,Raoued
Terrains et Fermes,,,,À Vendre,720000.0,Ariana,Raoued
Terrains et Fermes,,,,À Vendre,240000.0,Ariana,Raoued
Locations de vacances,2.0,1.0,80.0,À Louer,600.0,Ariana,Autres villes
Appartements,2.0,1.0,75.0,À Louer,370.0,Ariana,Ghazela
Appartements,2.0,1.0,92.0,À Louer,480.0,Ariana,Borj Louzir
Appartements,1.0,1.0,45.0,À Louer,500.0,Ariana,Ghazela
Locations de vacances,3.0,3.0,150.0,À Louer,100.0,Ariana,Autres villes
Bureaux et Plateaux,10.0,5.0,400.0,À Louer,80.0,Ariana,Ghazela
Terrains et Fermes,,,,À Vendre,65000.0,Ariana,Autres villes
Appartements,4.0,2.0,147.0,À Louer,1300.0,Ariana,Ghazela
Appartements,1.0,1.0,70.0,À Louer,550.0,Ariana,Ghazela
Appartements,4.0,2.0,138.0,À Louer,850.0,Ariana,La Soukra
Terrains et Fermes,,,,À Vendre,600000.0,Ariana,La Soukra
Appartements,1.0,1.0,60.0,À Vendre,100000.0,Ariana,La Soukra
Maisons et Villas,4.0,2.0,85.0,À Vendre,130000.0,Ariana,Autres villes
Maisons et Villas,2.0,2.0,160.0,À Louer,400.0,Ariana,Autres villes
Terrains et Fermes,,,,À Vendre,111000.0,Ariana,Autres villes
Maisons et Villas,2.0,1.0,225.0,À Vendre,150000.0,Ariana,Autres villes
Maisons et Villas,4.0,1.0,230.0,À Louer,1720.0,Ariana,Autres villes
Terrains et Fermes,,,,À Vendre,180000.0,Ariana,Raoued
"Magasins, Commerces et Locaux industriels",1.0,1.0,190.0,À Louer,1300.0,Ariana,Autres villes
"Magasins, Commerces et Locaux industriels",3.0,1.0,300.0,À Vendre,800000.0,Ariana,Ariana
Terrains et Fermes,,,,À Vendre,1250000.0,Ariana,La Soukra
Terrains et Fermes,,,,À Vendre,640000.0,Ariana,La Soukra
Terrains et Fermes,,,,À Vendre,30000.0,Ariana,Autres villes
Appartements,2.0,1.0,100.0,À Louer,850.0,Ariana,Jardins D'el Menzah
"Magasins, Commerces et Locaux industriels",1.0,1.0,140.0,À Louer,1200.0,Ariana,Borj Louzir
Colocations,1.0,1.0,20.0,À Louer,150.0,Ariana,Borj Louzir
"Magasins, Commerces et Locaux industriels",1.0,1.0,42.0,À Vendre,55000.0,Ariana,Autres villes
Maisons et Villas,2.0,1.0,80.0,À Vendre,90000.0,Ariana,La Soukra
Maisons et Villas,3.0,2.0,120.0,À Louer,500.0,Ariana,Ghazela
Appartements,2.0,1.0,85.0,À Louer,420.0,Ariana,Jardins D'el Menzah
Terrains et Fermes,,,,À Vendre,750000.0,Ariana,Borj Louzir
Bureaux et Plateaux,10.0,5.0,600.0,À Louer,9000.0,Ariana,Ghazela
Appartements,1.0,1.0,30.0,À Louer,140.0,Ariana,Raoued
Terrains et Fermes,,,,À Vendre,900000.0,Ariana,Autres villes
Appartements,4.0,1.0,100.0,À Louer,700.0,Ariana,Borj Louzir
Locations de vacances,2.0,1.0,65.0,À Louer,60.0,Ariana,Ariana Ville
Appartements,4.0,2.0,200.0,À Vendre,420000.0,Ariana,Jardins D'el Menzah
Maisons et Villas,3.0,1.0,100.0,À Vendre,85000.0,Ariana,Mnihla
Maisons et Villas,2.0,2.0,180.0,À Louer,1200.0,Ariana,Jardins D'el Menzah
Maisons et Villas,3.0,2.0,247.0,À Louer,1500.0,Ariana,Jardins D'el Menzah
"Magasins, Commerces et Locaux industriels",1.0,2.0,450.0,À Louer,4500.0,Ariana,La Soukra
Appartements,3.0,1.0,105.0,À Louer,470.0,Ariana,Borj Louzir
Terrains et Fermes,,,,À Vendre,236000000.0,Ariana,Chotrana
Appartements,3.0,1.0,120.0,À Louer,800.0,Ariana,Ghazela
Appartements,3.0,2.0,130.0,À Louer,1400.0,Ariana,La Soukra
Terrains et Fermes,,,,À Vendre,145000.0,Ariana,Autres villes
Appartements,3.0,2.0,138.0,À Vendre,340000.0,Ariana,Jardins D'el Menzah
Terrains et Fermes,,,,À Vendre,440000.0,Ariana,Jardins D'el Menzah
Terrains et Fermes,,,,À Vendre,40000.0,Ariana,Raoued
Maisons et Villas,3.0,1.0,100.0,À Vendre,42000.0,Ariana,Raoued
Appartements,1.0,1.0,100.0,À Louer,100.0,Ariana,Ennasr
Appartements,2.0,1.0,200.0,À Louer,800.0,Ariana,Ariana
Appartements,4.0,1.0,121.0,À Vendre,140000.0,Ariana,Ettadhamen
Terrains et Fermes,,,,À Vendre,300000.0,Ariana,Mnihla
Appartements,4.0,3.0,260.0,À Vendre,840000.0,Ariana,La Soukra
Appartements,4.0,2.0,120.0,À Louer,650.0,Ariana,La Soukra
Maisons et Villas,7.0,4.0,300.0,À Louer,1800.0,Ariana,Ennasr
Appartements,3.0,1.0,100.0,À Vendre,300000.0,Ariana,Ariana Ville
Appartements,2.0,1.0,100.0,À Louer,680.0,Ariana,La Soukra
Appartements,2.0,1.0,74.0,À Vendre,180000.0,Ariana,Jardins D'el Menzah
Appartements,3.0,1.0,75.0,À Vendre,110000.0,Ariana,Borj Louzir
Appartements,4.0,1.0,165.0,À Vendre,310000.0,Ariana,Ariana Ville
Appartements,2.0,1.0,65.0,À Louer,800.0,Ariana,Ennasr
Colocations,2.0,1.0,300.0,À Louer,250.0,Ariana,Ghazela
Appartements,1.0,1.0,68.0,À Vendre,195000.0,Ariana,Autres villes
Appartements,1.0,1.0,90.0,À Louer,450.0,Ariana,Ariana
Maisons et Villas,6.0,4.0,330.0,À Louer,2000.0,Ariana,Jardins D'el Menzah
Terrains et Fermes,,,,À Vendre,220000.0,Ariana,Autres villes
Appartements,3.0,2.0,140.0,À Vendre,275000.0,Ariana,Ennasr
Maisons et Villas,4.0,2.0,1200.0,À Vendre,750000.0,Ariana,Ariana
"Magasins, Commerces et Locaux industriels",1.0,2.0,350.0,À Louer,4500.0,Ariana,Ennasr
Appartements,2.0,1.0,80.0,À Vendre,173000.0,Ariana,Ennasr
"Magasins, Commerces et Locaux industriels",1.0,4.0,400.0,À Vendre,720000.0,Ariana,Ennasr
Terrains et Fermes,,,,À Vendre,110000.0,Ariana,Raoued
Appartements,2.0,1.0,80.0,À Louer,550.0,Ariana,Ghazela
Appartements,3.0,2.0,149.0,À Vendre,275000.0,Ariana,Autres villes
Appartements,2.0,1.0,70.0,À Louer,490.0,Ariana,Autres villes
Appartements,3.0,1.0,120.0,À Louer,1400.0,Ariana,La Soukra
Appartements,3.0,1.0,100.0,À Louer,700.0,Ariana,Autres villes
Maisons et Villas,7.0,2.0,500.0,À Vendre,375000.0,Ariana,Raoued
Maisons et Villas,3.0,4.0,400.0,À Vendre,800000.0,Ariana,La Soukra
Appartements,3.0,2.0,230.0,À Louer,800.0,Ariana,La Soukra
Terrains et Fermes,,,,À Vendre,30000.0,Ariana,
Terrains et Fermes,,,,À Vendre,30000.0,Ariana,
Terrains et Fermes,,,,À Vendre,500000.0,Ariana,Raoued
Maisons et Villas,5.0,4.0,407.0,À Vendre,1000000.0,Ariana,La Soukra
Terrains et Fermes,,,,À Vendre,680000.0,Ariana,La Soukra
Terrains et Fermes,,,,À Vendre,220000.0,Ariana,Autres villes
Maisons et Villas,8.0,3.0,280.0,À Vendre,145000.0,Ariana,Ghazela
Terrains et Fermes,,,,À Vendre,184000.0,Ariana,La Soukra
Maisons et Villas,4.0,3.0,260.0,À Vendre,840000.0,Ariana,La Soukra
Maisons et Villas,8.0,2.0,500.0,À Vendre,400000.0,Ariana,Ghazela
Maisons et Villas,4.0,1.0,200.0,À Vendre,185000.0,Ariana,Ghazela
Maisons et Villas,1.0,1.0,244.0,À Vendre,88000.0,Ariana,Raoued
Appartements,2.0,1.0,65.0,À Louer,800.0,Ariana,Autres villes
Appartements,2.0,2.0,80.0,À Louer,90.0,Ariana,Ennasr
Locations de vacances,1.0,1.0,70.0,À Louer,80.0,Ariana,Autres villes
Maisons et Villas,5.0,2.0,183.0,À Vendre,368000.0,Ariana,Autres villes
Maisons et Villas,2.0,1.0,130.0,À Louer,650.0,Ariana,Ghazela
Maisons et Villas,4.0,1.0,450.0,À Vendre,240000.0,Ariana,Borj Louzir
Maisons et Villas,4.0,2.0,468.0,À Vendre,750000.0,Ariana,Ariana
Terrains et Fermes,,,,À Vendre,377000.0,Ariana,La Soukra
Maisons et Villas,3.0,1.0,90.0,À Louer,600.0,Ariana,Borj Louzir
Appartements,3.0,1.0,100.0,À Vendre,265000.0,Ariana,Ariana Ville
Maisons et Villas,6.0,2.0,270.0,À Vendre,630000.0,Ariana,Jardins D'el Menzah
Maisons et Villas,2.0,1.0,200.0,À Louer,130.0,Ariana,
Terrains et Fermes,,,,À Vendre,42000.0,Ariana,Raoued
Terrains et Fermes,,,,À Vendre,45000.0,Ariana,Autres villes
Appartements,3.0,1.0,110.0,À Louer,600.0,Ariana,Ariana
Appartements,3.0,1.0,99.0,À Louer,650.0,Ariana,Borj Louzir
Terrains et Fermes,,,,À Vendre,450000.0,Ariana,Mnihla
Maisons et Villas,4.0,2.0,350.0,À Vendre,335000.0,Ariana,La Soukra
Appartements,2.0,1.0,120.0,À Vendre,270000.0,Ariana,Ennasr
Maisons et Villas,3.0,2.0,226.0,À Vendre,550000.0,Ariana,Ennasr
Appartements,3.0,1.0,160.0,À Louer,850.0,Ariana,Ariana Ville
Maisons et Villas,4.0,2.0,152.0,À Louer,1200.0,Ariana,Jardins D'el Menzah
Terrains et Fermes,,,,À Vendre,120000.0,Ariana,
Bureaux et Plateaux,9.0,2.0,420.0,À Louer,4250.0,Ariana,Autres villes
Maisons et Villas,2.0,1.0,150.0,À Vendre,120000.0,Ariana,Mnihla
Maisons et Villas,4.0,2.0,120.0,À Louer,475.0,Ariana,Autres villes
Maisons et Villas,3.0,3.0,1000.0,À Vendre,1700000.0,Ariana,La Soukra
Maisons et Villas,4.0,2.0,450.0,À Vendre,1200000.0,Ariana,La Soukra
Appartements,1.0,2.0,30.0,À Louer,250.0,Ariana,Ennasr
Bureaux et Plateaux,1.0,2.0,30.0,À Louer,250.0,Ariana,Ennasr
Locations de vacances,1.0,1.0,170.0,À Louer,90.0,Ariana,La Soukra
Appartements,3.0,1.0,152.0,À Vendre,260000.0,Ariana,Ariana
Terrains et Fermes,,,,À Vendre,35000.0,Ariana,Raoued
Bureaux et Plateaux,12.0,5.0,1500.0,À Louer,15000.0,Ariana,Autres villes
Appartements,3.0,2.0,140.0,À Louer,1500.0,Ariana,Ennasr
Appartements,1.0,1.0,67.0,À Vendre,160000.0,Ariana,Ghazela
Terrains et Fermes,,,,À Vendre,82000.0,Ariana,Autres villes
Appartements,3.0,1.0,74.0,À Vendre,180000.0,Ariana,Jardins D'el Menzah
Maisons et Villas,3.0,2.0,207.0,À Vendre,600000.0,Ariana,Ennasr
Appartements,1.0,1.0,55.0,À Louer,300.0,Ariana,Raoued
Appartements,3.0,1.0,170.0,À Louer,1300.0,Ariana,La Soukra
Terrains et Fermes,,,,À Vendre,135000.0,Ariana,Autres villes
Maisons et Villas,4.0,1.0,516.0,À Vendre,850000.0,Ariana,Ariana
